Recyclables,City,Volume(kg),Volume1,Volume1,Volume2
Metal,Hong Kong,0.5,-0.301029996,-0.693147181,-3.321928095
Metal,Hong Kong,76,1.880813592,4.33073334,0.531684801
Metal,Hong Kong,53,1.72427587,3.970291914,0.579953601
Metal,Hong Kong,14,1.146128036,2.63905733,0.87250287
Metal,Hong Kong,3,0.477121255,1.098612289,2.095903274
Metal,Hong Kong,73,1.86332286,4.290459441,0.536675646
Metal,Hong Kong,2.5,0.397940009,0.916290732,2.512941595
Metal,Hong Kong,100,2,4.605170186,0.5
Metal,Hong Kong,1,0,0,0
Metal,Hong Kong,3,0.477121255,1.098612289,2.095903274
Metal,Hong Kong,24,1.380211242,3.17805383,0.724526775
Metal,Hong Kong,64,1.806179974,4.158883083,0.553654682
Metal,Hong Kong,78,1.892094603,4.356708827,0.5285148
Metal,Hong Kong,4,0.602059991,1.386294361,1.660964047
Metal,Hong Kong,2,0.301029996,0.693147181,3.321928095
Metal,Hong Kong,4.8,0.681241237,1.568615918,1.467908789
Metal,Hong Kong,2,0.301029996,0.693147181,3.321928095
Metal,Hong Kong,6.8,0.832508913,1.916922612,1.201188341
Metal,Hong Kong,50,1.698970004,3.912023005,0.58859191
Metal,Hong Kong,17.6,1.245512668,2.867898902,0.802882239
Metal,Hong Kong,12,1.079181246,2.48490665,0.926628408
Metal,Hong Kong,35,1.544068044,3.555348061,0.647639852
Metal,Hong Kong,26,1.414973348,3.258096538,0.706727092
Metal,Hong Kong,16.2,1.209515015,2.785011242,0.826777665
Metal,Hong Kong,5,0.698970004,1.609437912,1.430676558
Metal,Hong Kong,5.8,0.763427994,1.757857918,1.309881231
Metal,Hong Kong,10,1,2.302585093,1
Metal,Hong Kong,19,1.278753601,2.944438979,0.782011483
Metal,Hong Kong,6.5,0.812913357,1.871802177,1.230143399
Metal,Hong Kong,2.5,0.397940009,0.916290732,2.512941595
Metal,Hong Kong,1,0,0,0
Metal,Hong Kong,88,1.944482672,4.477336814,0.514275604
Metal,Hong Kong,4,0.602059991,1.386294361,1.660964047
Metal,Hong Kong,13,1.113943352,2.564949357,0.897711718
Metal,Hong Kong,6.5,0.812913357,1.871802177,1.230143399
Metal,Hong Kong,20,1.301029996,2.995732274,0.768621787
Metal,Hong Kong,33,1.51851394,3.496507561,0.658538571
Metal,Hong Kong,32,1.505149978,3.465735903,0.664385619
Metal,Hong Kong,0.8,-0.096910013,-0.223143551,-10.31885116
Metal,Hong Kong,30,1.477121255,3.401197382,0.676992493
Metal,Hong Kong,17.6,1.245512668,2.867898902,0.802882239
Metal,Hong Kong,2,0.301029996,0.693147181,3.321928095
Metal,Hong Kong,5.4,0.73239376,1.686398954,1.365385746
Metal,Hong Kong,2.4,0.380211242,0.875468737,2.630116867
Metal,Hong Kong,7,0.84509804,1.945910149,1.183294662
Metal,Hong Kong,155,2.190331698,5.043425117,0.456551855
Metal,Hong Kong,163,2.212187604,5.093750201,0.452041227
Metal,Hong Kong,8,0.903089987,2.079441542,1.107309365
Metal,Hong Kong,8,0.903089987,2.079441542,1.107309365
Metal,Hong Kong,55,1.740362689,4.007333185,0.574592874
Metal,Hong Kong,10,1,2.302585093,1
Metal,Hong Kong,8.4,0.924279286,2.128231706,1.081924062
Metal,Hong Kong,18.4,1.264817823,2.912350665,0.790627695
Metal,Hong Kong,12,1.079181246,2.48490665,0.926628408
Metal,Hong Kong,6.4,0.806179974,1.85629799,1.240417813
Metal,Hong Kong,5,0.698970004,1.609437912,1.430676558
Metal,Hong Kong,5,0.698970004,1.609437912,1.430676558
Metal,Hong Kong,15,1.176091259,2.708050201,0.850274154
Metal,Hong Kong,15,1.176091259,2.708050201,0.850274154
Metal,Hong Kong,0.6,-0.22184875,-0.510825624,-4.507575552
Metal,Hong Kong,1.6,0.204119983,0.470003629,4.899079389
Metal,Hong Kong,7,0.84509804,1.945910149,1.183294662
Metal,Hong Kong,25,1.397940009,3.218875825,0.715338279
Metal,Hong Kong,54,1.73239376,3.988984047,0.577235974
Metal,Hong Kong,18,1.255272505,2.890371758,0.79663977
Metal,Hong Kong,30,1.477121255,3.401197382,0.676992493
Metal,Hong Kong,13,1.113943352,2.564949357,0.897711718
Metal,Hong Kong,8,0.903089987,2.079441542,1.107309365
Metal,Hong Kong,36,1.556302501,3.583518938,0.642548604
Metal,Hong Kong,7,0.84509804,1.945910149,1.183294662
Metal,Hong Kong,13,1.113943352,2.564949357,0.897711718
Metal,Hong Kong,5,0.698970004,1.609437912,1.430676558
Metal,Hong Kong,12,1.079181246,2.48490665,0.926628408
Metal,Hong Kong,8,0.903089987,2.079441542,1.107309365
Metal,Hong Kong,3,0.477121255,1.098612289,2.095903274
Metal,Hong Kong,8,0.903089987,2.079441542,1.107309365
Metal,Hong Kong,7,0.84509804,1.945910149,1.183294662
Metal,Hong Kong,8.5,0.929418926,2.140066163,1.075941077
Metal,Hong Kong,550,2.740362689,6.309918278,0.3649152
Metal,Hong Kong,75,1.875061263,4.317488114,0.533315908
Metal,Hong Kong,132,2.120573931,4.882801923,0.471570449
Metal,Hong Kong,117,2.068185862,4.762173935,0.483515538
Metal,Hong Kong,18,1.255272505,2.890371758,0.79663977
Total,Hong Kong,91.5,1.961421094,4.516338972,0.509834427
Total,Hong Kong,89,1.949390007,4.48863637,0.512980982
Total,Hong Kong,120,2.079181246,4.787491743,0.480958551
Total,Hong Kong,35.5,1.550228353,3.569532696,0.645066256
Total,Hong Kong,190.5,2.27989498,5.249652195,0.438616695
Total,Hong Kong,5,0.698970004,1.609437912,1.430676558
Total,Hong Kong,124.5,2.095169351,4.824305716,0.477288387
Total,Hong Kong,65.5,1.8162413,4.182050143,0.550587634
Total,Hong Kong,88.5,1.946943271,4.483002552,0.513625648
Total,Hong Kong,26,1.414973348,3.258096538,0.706727092
Total,Hong Kong,43.5,1.638489257,3.772760938,0.610318314
Total,Hong Kong,83.5,1.921686475,4.424846632,0.520376249
Total,Hong Kong,22,1.342422681,3.091042453,0.74492186
Total,Hong Kong,5,0.698970004,1.609437912,1.430676558
Total,Hong Kong,2.5,0.397940009,0.916290732,2.512941595
Total,Hong Kong,136.5,2.135132651,4.916324615,0.468354975
Total,Hong Kong,76,1.880813592,4.33073334,0.531684801
Total,Hong Kong,10,1,2.302585093,1
Total,Hong Kong,161.5,2.208172527,5.084505143,0.452863165
Total,Hong Kong,176.5,2.24674471,5.173320876,0.445088396
Total,Hong Kong,70.5,1.848189117,4.25561271,0.54107017
Total,Hong Kong,170.8,2.232487866,5.140493281,0.447930766
Total,Hong Kong,62,1.792391689,4.127134385,0.557913767
Total,Hong Kong,53,1.72427587,3.970291914,0.579953601
Total,Hong Kong,53.5,1.728353782,3.979681654,0.578585247
Total,Hong Kong,134,2.127104798,4.8978398,0.470122582
Total,Hong Kong,53.5,1.728353782,3.979681654,0.578585247
Total,Hong Kong,88,1.944482672,4.477336814,0.514275604
Total,Hong Kong,73,1.86332286,4.290459441,0.536675646
Total,Hong Kong,166.5,2.221414238,5.114995309,0.450163676
Total,Hong Kong,7.5,0.875061263,2.014903021,1.142777131
Total,Hong Kong,30.5,1.484299839,3.417726684,0.673718324
Total,Hong Kong,48,1.681241237,3.871201011,0.594798639
Total,Hong Kong,78,1.892094603,4.356708827,0.5285148
Total,Hong Kong,34,1.531478917,3.526360525,0.652963608
Total,Hong Kong,34.5,1.537819095,3.540959324,0.650271546
Total,Hong Kong,12.4,1.093421685,2.517696473,0.914560241
Total,Hong Kong,100,2,4.605170186,0.5
Total,Hong Kong,32,1.505149978,3.465735903,0.664385619
Total,Hong Kong,28,1.447158031,3.33220451,0.691009536
Total,Hong Kong,45,1.653212514,3.80666249,0.604882912
Total,Hong Kong,7,0.84509804,1.945910149,1.183294662
Total,Hong Kong,19,1.278753601,2.944438979,0.782011483
Total,Hong Kong,18,1.255272505,2.890371758,0.79663977
Total,Hong Kong,23,1.361727836,3.135494216,0.734361136
Total,Hong Kong,49,1.69019608,3.891820298,0.591647331
Total,Hong Kong,4,0.602059991,1.386294361,1.660964047
Total,Hong Kong,46,1.662757832,3.828641396,0.601410489
Total,Hong Kong,2,0.301029996,0.693147181,3.321928095
Total,Hong Kong,52,1.716003344,3.951243719,0.582749447
Total,Hong Kong,31,1.491361694,3.433987204,0.670528152
Total,Hong Kong,40.1,1.603144373,3.691376334,0.623774139
Total,Hong Kong,30.5,1.484299839,3.417726684,0.673718324
Total,Hong Kong,80.8,1.907411361,4.391976966,0.524270758
Total,Hong Kong,40,1.602059991,3.688879454,0.624196351
Total,Hong Kong,14,1.146128036,2.63905733,0.87250287
Total,Hong Kong,15,1.176091259,2.708050201,0.850274154
Total,Hong Kong,90.1,1.954724791,4.500920165,0.511580968
Total,Hong Kong,7,0.84509804,1.945910149,1.183294662
Total,Hong Kong,7,0.84509804,1.945910149,1.183294662
Total,Hong Kong,24,1.380211242,3.17805383,0.724526775
Total,Hong Kong,11,1.041392685,2.397895273,0.960252568
Total,Hong Kong,21,1.322219295,3.044522438,0.756304196
Total,Hong Kong,31,1.491361694,3.433987204,0.670528152
Total,Hong Kong,53,1.72427587,3.970291914,0.579953601
Total,Hong Kong,30.5,1.484299839,3.417726684,0.673718324
Total,Hong Kong,14,1.146128036,2.63905733,0.87250287
Total,Hong Kong,34,1.531478917,3.526360525,0.652963608
Total,Hong Kong,156,2.193124598,5.049856007,0.455970445
Total,Hong Kong,6,0.77815125,1.791759469,1.285097209
Total,Hong Kong,20,1.301029996,2.995732274,0.768621787
Total,Hong Kong,4,0.602059991,1.386294361,1.660964047
Total,Hong Kong,94,1.973127854,4.543294782,0.50680953
Total,Hong Kong,21,1.322219295,3.044522438,0.756304196
Total,Hong Kong,39.9,1.600972896,3.686376324,0.624620194
Total,Hong Kong,73,1.86332286,4.290459441,0.536675646
Total,Hong Kong,23.4,1.369215857,3.152736022,0.730345033
Total,Hong Kong,3.6,0.556302501,1.280933845,1.797583147
Total,Hong Kong,21,1.322219295,3.044522438,0.756304196
Total,Hong Kong,49.5,1.694605199,3.90197267,0.59010795
Total,Hong Kong,8,0.903089987,2.079441542,1.107309365
Total,Hong Kong,4,0.602059991,1.386294361,1.660964047
Total,Hong Kong,11.3,1.053078443,2.424802726,0.949596876
Total,Hong Kong,32,1.505149978,3.465735903,0.664385619
Total,Hong Kong,7.2,0.857332496,1.974081026,1.166408604
Total,Hong Kong,15.8,1.198657087,2.76000994,0.834266957
Total,Hong Kong,12,1.079181246,2.48490665,0.926628408
Total,Hong Kong,34,1.531478917,3.526360525,0.652963608
Total,Hong Kong,59,1.770852012,4.077537444,0.564699926
Total,Hong Kong,2,0.301029996,0.693147181,3.321928095
Total,Hong Kong,10.4,1.017033339,2.341805806,0.983251936
Total,Hong Kong,50,1.698970004,3.912023005,0.58859191
Total,Hong Kong,4.2,0.62324929,1.435084525,1.604494406
Total,Hong Kong,12.4,1.093421685,2.517696473,0.914560241
Total,Hong Kong,85.8,1.933487288,4.452019006,0.517200194
Total,Hong Kong,74,1.86923172,4.304065093,0.534979152
Total,Hong Kong,51,1.707570176,3.931825633,0.585627469
Total,Hong Kong,49,1.69019608,3.891820298,0.591647331
Total,Hong Kong,3,0.477121255,1.098612289,2.095903274
Total,Hong Kong,8,0.903089987,2.079441542,1.107309365
Total,Hong Kong,80,1.903089987,4.382026635,0.525461227
Total,Hong Kong,73.4,1.86569606,4.295923936,0.535992985
Total,Hong Kong,3.4,0.531478917,1.223775432,1.88154218
Total,Hong Kong,26.6,1.424881637,3.280911216,0.70181268
Total,Hong Kong,6,0.77815125,1.791759469,1.285097209
Total,Hong Kong,72.2,1.858537198,4.279440046,0.538057566
Total,Hong Kong,69,1.838849091,4.234106505,0.543818416
Total,Hong Kong,6,0.77815125,1.791759469,1.285097209
Total,Hong Kong,14.2,1.152288344,2.653241965,0.867838337
Total,Hong Kong,37,1.568201724,3.610917913,0.637673065
Total,Hong Kong,8,0.903089987,2.079441542,1.107309365
Total,Hong Kong,58.4,1.766412847,4.06731589,0.566119071
Total,Hong Kong,21.8,1.338456494,3.08190997,0.747129253
Total,Hong Kong,5,0.698970004,1.609437912,1.430676558
Total,Hong Kong,32.8,1.515873844,3.490428515,0.659685504
Total,Hong Kong,1.4,0.146128036,0.336472237,6.843313779
Total,Hong Kong,97,1.986771734,4.574710979,0.503329085
Total,Hong Kong,149,2.173186268,5.003946306,0.460153837
Total,Hong Kong,6,0.77815125,1.791759469,1.285097209
Total,Hong Kong,10,1,2.302585093,1
Total,Hong Kong,7,0.84509804,1.945910149,1.183294662
Total,Hong Kong,92,1.963787827,4.521788577,0.509219981
Total,Hong Kong,60,1.77815125,4.094344562,0.562381856
Total,Hong Kong,139,2.1430148,4.934473933,0.466632335
Total,Hong Kong,7.5,0.875061263,2.014903021,1.142777131
Total,Hong Kong,44,1.643452676,3.784189634,0.608475081
Total,Hong Kong,23,1.361727836,3.135494216,0.734361136
Total,Hong Kong,111,2.045322979,4.709530201,0.488920337
Total,Hong Kong,90,1.954242509,4.49980967,0.511707219
Total,Hong Kong,65,1.812913357,4.17438727,0.551598341
Total,Hong Kong,5,0.698970004,1.609437912,1.430676558
Total,Hong Kong,25,1.397940009,3.218875825,0.715338279
Total,Hong Kong,20,1.301029996,2.995732274,0.768621787
Total,Hong Kong,10,1,2.302585093,1
Total,Hong Kong,43,1.633468456,3.761200116,0.612194252
Total,Hong Kong,10,1,2.302585093,1
Total,Hong Kong,6,0.77815125,1.791759469,1.285097209
Total,Hong Kong,19,1.278753601,2.944438979,0.782011483
Total,Hong Kong,70,1.84509804,4.248495242,0.54197662
Total,Hong Kong,15,1.176091259,2.708050201,0.850274154
Total,Hong Kong,5,0.698970004,1.609437912,1.430676558
Total,Hong Kong,9,0.954242509,2.197224577,1.047951637
Total,Hong Kong,10,1,2.302585093,1
Total,Hong Kong,133,2.123851641,4.890349128,0.470842681
Total,Hong Kong,104,2.017033339,4.644390899,0.495777626
Total,Hong Kong,5,0.698970004,1.609437912,1.430676558
Total,Hong Kong,160,2.204119983,5.075173815,0.45369581
Total,Hong Kong,227,2.356025857,5.424950017,0.424443559
Total,Hong Kong,24,1.380211242,3.17805383,0.724526775
Total,Hong Kong,147,2.167317335,4.990432587,0.461399899
Total,Hong Kong,15,1.176091259,2.708050201,0.850274154
Total,Hong Kong,8,0.903089987,2.079441542,1.107309365
Total,Hong Kong,12,1.079181246,2.48490665,0.926628408
Total,Hong Kong,10.5,1.021189299,2.351375257,0.979250371
Total,Hong Kong,38,1.579783597,3.63758616,0.63299809
Total,Hong Kong,4,0.602059991,1.386294361,1.660964047
Total,Hong Kong,26,1.414973348,3.258096538,0.706727092
Total,Hong Kong,23,1.361727836,3.135494216,0.734361136
Total,Hong Kong,9,0.954242509,2.197224577,1.047951637
Total,Hong Kong,29,1.462397998,3.36729583,0.683808376
Total,Hong Kong,8,0.903089987,2.079441542,1.107309365
Total,Hong Kong,38,1.579783597,3.63758616,0.63299809
Total,Hong Kong,48,1.681241237,3.871201011,0.594798639
Total,Hong Kong,35,1.544068044,3.555348061,0.647639852
Total,Hong Kong,72,1.857332496,4.276666119,0.53840656
Total,Hong Kong,16,1.204119983,2.772588722,0.830482024
Total,Hong Kong,32,1.505149978,3.465735903,0.664385619
Total,Hong Kong,6,0.77815125,1.791759469,1.285097209
Total,Hong Kong,5,0.698970004,1.609437912,1.430676558
Total,Hong Kong,9.5,0.977723605,2.251291799,1.022783939
Total,Hong Kong,5,0.698970004,1.609437912,1.430676558
Total,Hong Kong,45,1.653212514,3.80666249,0.604882912
Total,Hong Kong,40,1.602059991,3.688879454,0.624196351
Total,Hong Kong,30,1.477121255,3.401197382,0.676992493
Total,Hong Kong,65,1.812913357,4.17438727,0.551598341
Total,Hong Kong,100,2,4.605170186,0.5
Total,Hong Kong,79,1.897627091,4.369447852,0.526973927
Total,Hong Kong,0,0,0,0
Total,Hong Kong,4,0.602059991,1.386294361,1.660964047
Total,Hong Kong,1,0,0,0
Total,Hong Kong,50,1.698970004,3.912023005,0.58859191
Total,Hong Kong,7,0.84509804,1.945910149,1.183294662
Total,Hong Kong,30,1.477121255,3.401197382,0.676992493
Total,Hong Kong,105,2.021189299,4.65396035,0.49475821
Total,Hong Kong,10,1,2.302585093,1
Total,Hong Kong,12,1.079181246,2.48490665,0.926628408
Total,Hong Kong,8,0.903089987,2.079441542,1.107309365
Total,Hong Kong,4,0.602059991,1.386294361,1.660964047
Total,Hong Kong,5,0.698970004,1.609437912,1.430676558
Total,Hong Kong,94,1.973127854,4.543294782,0.50680953
Total,Hong Kong,0,0,0,0
Total,Hong Kong,32,1.505149978,3.465735903,0.664385619
Total,Hong Kong,84,1.924279286,4.430816799,0.519675084
Total,Hong Kong,25,1.397940009,3.218875825,0.715338279
Total,Hong Kong,17,1.230448921,2.833213344,0.812711509
Total,Hong Kong,17,1.230448921,2.833213344,0.812711509
Total,Hong Kong,66,1.819543936,4.189654742,0.549588268
Total,Hong Kong,14,1.146128036,2.63905733,0.87250287
Total,Hong Kong,106,2.025305865,4.663439094,0.493752582
Total,Hong Kong,11,1.041392685,2.397895273,0.960252568
Total,Hong Kong,6.5,0.812913357,1.871802177,1.230143399
Total,Hong Kong,35,1.544068044,3.555348061,0.647639852
Total,Hong Kong,5,0.698970004,1.609437912,1.430676558
Total,Hong Kong,106,2.025305865,4.663439094,0.493752582
Total,Hong Kong,8,0.903089987,2.079441542,1.107309365
Total,Hong Kong,52,1.716003344,3.951243719,0.582749447
Total,Hong Kong,6,0.77815125,1.791759469,1.285097209
Total,Hong Kong,21,1.322219295,3.044522438,0.756304196
Total,Hong Kong,10,1,2.302585093,1
Total,Hong Kong,6,0.77815125,1.791759469,1.285097209
Total,Hong Kong,10,1,2.302585093,1
Total,Hong Kong,7,0.84509804,1.945910149,1.183294662
Total,Hong Kong,2.5,0.397940009,0.916290732,2.512941595
Total,Hong Kong,21,1.322219295,3.044522438,0.756304196
Total,Hong Kong,1,0,0,0
Total,Hong Kong,25,1.397940009,3.218875825,0.715338279
Total,Hong Kong,5,0.698970004,1.609437912,1.430676558
Total,Hong Kong,21,1.322219295,3.044522438,0.756304196
Total,Hong Kong,12,1.079181246,2.48490665,0.926628408
Total,Hong Kong,13,1.113943352,2.564949357,0.897711718
Total,Hong Kong,84,1.924279286,4.430816799,0.519675084
Total,Hong Kong,147,2.167317335,4.990432587,0.461399899
Total,Hong Kong,88,1.944482672,4.477336814,0.514275604
Total,Hong Kong,188,2.274157849,5.236441963,0.439723215
Total,Hong Kong,4,0.602059991,1.386294361,1.660964047
Total,Hong Kong,3,0.477121255,1.098612289,2.095903274
Total,Hong Kong,10,1,2.302585093,1
Total,Hong Kong,25,1.397940009,3.218875825,0.715338279
Total,Hong Kong,26,1.414973348,3.258096538,0.706727092
Total,Hong Kong,26,1.414973348,3.258096538,0.706727092
Total,Hong Kong,19,1.278753601,2.944438979,0.782011483
Total,Hong Kong,88,1.944482672,4.477336814,0.514275604
Total,Hong Kong,0,0,0,0
Total,Hong Kong,5,0.698970004,1.609437912,1.430676558
Total,Hong Kong,15,1.176091259,2.708050201,0.850274154
Total,Hong Kong,68,1.832508913,4.219507705,0.545699938
Total,Hong Kong,87,1.939519253,4.465908119,0.515591685
Total,Hong Kong,6,0.77815125,1.791759469,1.285097209
Total,Hong Kong,13,1.113943352,2.564949357,0.897711718
Total,Hong Kong,8,0.903089987,2.079441542,1.107309365
Total,Hong Kong,5,0.698970004,1.609437912,1.430676558
Total,Hong Kong,8,0.903089987,2.079441542,1.107309365
Total,Hong Kong,91,1.959041392,4.510859507,0.510453737
Total,Hong Kong,19,1.278753601,2.944438979,0.782011483
Total,Hong Kong,30,1.477121255,3.401197382,0.676992493
Total,Hong Kong,6.5,0.812913357,1.871802177,1.230143399
Total,Hong Kong,53,1.72427587,3.970291914,0.579953601
Total,Hong Kong,10,1,2.302585093,1
Total,Hong Kong,22,1.342422681,3.091042453,0.74492186
Total,Hong Kong,169,2.227886705,5.129898715,0.448855859
Total,Hong Kong,56,1.748188027,4.025351691,0.572020849
Total,Hong Kong,25,1.397940009,3.218875825,0.715338279
Total,Hong Kong,4,0.602059991,1.386294361,1.660964047
Total,Hong Kong,14,1.146128036,2.63905733,0.87250287
Total,Hong Kong,7,0.84509804,1.945910149,1.183294662
Total,Hong Kong,6,0.77815125,1.791759469,1.285097209
Total,Hong Kong,27,1.431363764,3.295836866,0.698634425
Total,Hong Kong,29,1.462397998,3.36729583,0.683808376
Total,Hong Kong,44,1.643452676,3.784189634,0.608475081
Total,Hong Kong,35,1.544068044,3.555348061,0.647639852
Total,Hong Kong,41,1.612783857,3.713572067,0.620045889
Total,Hong Kong,97,1.986771734,4.574710979,0.503329085
Total,Hong Kong,30,1.477121255,3.401197382,0.676992493
Total,Hong Kong,20,1.301029996,2.995732274,0.768621787
Total,Hong Kong,23,1.361727836,3.135494216,0.734361136
Total,Hong Kong,92,1.963787827,4.521788577,0.509219981
Total,Hong Kong,288,2.459392488,5.66296048,0.406604479
Total,Hong Kong,112,2.049218023,4.718498871,0.487991023
Total,Hong Kong,8,0.903089987,2.079441542,1.107309365
Total,Hong Kong,31,1.491361694,3.433987204,0.670528152
Total,Hong Kong,30,1.477121255,3.401197382,0.676992493
Total,Hong Kong,38,1.579783597,3.63758616,0.63299809
Total,Hong Kong,22.8,1.357934847,3.126760536,0.736412356
Total,Hong Kong,19,1.278753601,2.944438979,0.782011483
Total,Hong Kong,34.2,1.534026106,3.532225644,0.651879389
Total,Hong Kong,32,1.505149978,3.465735903,0.664385619
Total,Hong Kong,0.8,-0.096910013,-0.223143551,-10.31885116
Total,Hong Kong,57,1.755874856,4.043051268,0.56951667
Total,Hong Kong,61.2,1.786751422,4.11414719,0.559674943
Total,Hong Kong,55,1.740362689,4.007333185,0.574592874
Total,Hong Kong,9,0.954242509,2.197224577,1.047951637
Total,Hong Kong,55.4,1.743509765,4.014579594,0.573555721
Total,Hong Kong,36,1.556302501,3.583518938,0.642548604
Total,Hong Kong,9.6,0.982271233,2.261763098,1.018048749
Total,Hong Kong,6,0.77815125,1.791759469,1.285097209
Total,Hong Kong,30.2,1.480006943,3.407841924,0.675672506
Total,Hong Kong,15,1.176091259,2.708050201,0.850274154
Total,Hong Kong,2.4,0.380211242,0.875468737,2.630116867
Total,Hong Kong,7,0.84509804,1.945910149,1.183294662
Total,Hong Kong,155,2.190331698,5.043425117,0.456551855
Total,Hong Kong,163,2.212187604,5.093750201,0.452041227
Total,Hong Kong,15,1.176091259,2.708050201,0.850274154
Total,Hong Kong,33,1.51851394,3.496507561,0.658538571
Total,Hong Kong,37,1.568201724,3.610917913,0.637673065
Total,Hong Kong,6.308,0.799891685,1.841818669,1.250169266
Total,Hong Kong,52.866,1.723176452,3.96776041,0.580323622
Total,Hong Kong,55,1.740362689,4.007333185,0.574592874
Total,Hong Kong,56.6,1.752816431,4.036008985,0.570510398
Total,Hong Kong,139,2.1430148,4.934473933,0.466632335
Total,Hong Kong,78,1.892094603,4.356708827,0.5285148
Total,Hong Kong,15.8,1.198657087,2.76000994,0.834266957
Total,Hong Kong,47,1.672097858,3.850147602,0.598051122
Total,Hong Kong,11.2,1.049218023,2.415913778,0.953090757
Total,Hong Kong,12.2,1.086359831,2.501435952,0.920505317
Total,Hong Kong,18.4,1.264817823,2.912350665,0.790627695
Total,Hong Kong,12,1.079181246,2.48490665,0.926628408
Total,Hong Kong,179,2.252853031,5.187385806,0.443881596
Total,Hong Kong,18.8,1.274157849,2.93385687,0.784832115
Total,Hong Kong,8.4,0.924279286,2.128231706,1.081924062
Total,Hong Kong,14,1.146128036,2.63905733,0.87250287
Total,Hong Kong,4.8,0.681241237,1.568615918,1.467908789
Total,Hong Kong,13.2,1.120573931,2.58021683,0.892399843
Total,Hong Kong,31.8,1.50242712,3.45946629,0.665589689
Total,Hong Kong,26.1,1.416640507,3.261935314,0.705895388
Total,Hong Kong,3.3,0.51851394,1.193922468,1.928588458
Total,Hong Kong,121,2.08278537,4.795790546,0.480126284
Total,Hong Kong,2.2,0.342422681,0.78845736,2.9203673
Total,Hong Kong,60,1.77815125,4.094344562,0.562381856
Total,Hong Kong,5,0.698970004,1.609437912,1.430676558
Total,Hong Kong,49,1.69019608,3.891820298,0.591647331
Total,Hong Kong,36,1.556302501,3.583518938,0.642548604
Total,Hong Kong,3.6,0.556302501,1.280933845,1.797583147
Total,Hong Kong,11.2,1.049218023,2.415913778,0.953090757
Total,Hong Kong,1.6,0.204119983,0.470003629,4.899079389
Total,Hong Kong,3.8,0.579783597,1.335001067,1.724781463
Total,Hong Kong,9,0.954242509,2.197224577,1.047951637
Total,Hong Kong,14.64,1.165541077,2.683757509,0.85797062
Total,Hong Kong,1,0,0,0
Total,Hong Kong,3.36,0.526339277,1.211940974,1.899915212
Total,Hong Kong,11,1.041392685,2.397895273,0.960252568
Total,Hong Kong,13,1.113943352,2.564949357,0.897711718
Total,Hong Kong,17,1.230448921,2.833213344,0.812711509
Total,Hong Kong,5,0.698970004,1.609437912,1.430676558
Total,Hong Kong,10,1,2.302585093,1
Total,Hong Kong,10,1,2.302585093,1
Total,Hong Kong,11.4,1.056904851,2.433613355,0.946158965
Total,Hong Kong,8.7,0.939519253,2.163323026,1.064374144
Total,Hong Kong,63,1.799340549,4.143134726,0.555759164
Total,Hong Kong,46.5,1.667452953,3.839452313,0.59971707
Total,Hong Kong,16,1.204119983,2.772588722,0.830482024
Total,Hong Kong,76,1.880813592,4.33073334,0.531684801
Total,Hong Kong,0.176,-0.754487332,-1.737271284,-1.3254033
Total,Hong Kong,25,1.397940009,3.218875825,0.715338279
Total,Hong Kong,4,0.602059991,1.386294361,1.660964047
Total,Hong Kong,56.2,1.749736316,4.028916757,0.571514685
Total,Hong Kong,5,0.698970004,1.609437912,1.430676558
Total,Hong Kong,14,1.146128036,2.63905733,0.87250287
Total,Hong Kong,6,0.77815125,1.791759469,1.285097209
Total,Hong Kong,33,1.51851394,3.496507561,0.658538571
Total,Hong Kong,48,1.681241237,3.871201011,0.594798639
Total,Hong Kong,30.11,1.478710756,3.404857342,0.676264777
Total,Hong Kong,3.1,0.491361694,1.131402111,2.035160682
Total,Hong Kong,31.6,1.499687083,3.453157121,0.66680577
Total,Hong Kong,31,1.491361694,3.433987204,0.670528152
Total,Hong Kong,54,1.73239376,3.988984047,0.577235974
Total,Hong Kong,180,2.255272505,5.192956851,0.443405397
Total,Hong Kong,44.5,1.648360011,3.795489189,0.606663589
Total,Hong Kong,128,2.10720997,4.852030264,0.474561156
Total,Hong Kong,226,2.354108439,5.420534999,0.424789268
Total,Hong Kong,73,1.86332286,4.290459441,0.536675646
Total,Hong Kong,77,1.886490725,4.343805422,0.530084769
Total,Hong Kong,46,1.662757832,3.828641396,0.601410489
Total,Hong Kong,87,1.939519253,4.465908119,0.515591685
Total,Hong Kong,99.88,1.999478534,4.603969465,0.500130401
Total,Hong Kong,12.44,1.09482038,2.520917087,0.913391838
Total,Hong Kong,5,0.698970004,1.609437912,1.430676558
Total,Hong Kong,35,1.544068044,3.555348061,0.647639852
Total,Hong Kong,89,1.949390007,4.48863637,0.512980982
Total,Hong Kong,67,1.826074803,4.204692619,0.547622692
Total,Hong Kong,16.33,1.212986185,2.793003907,0.824411698
Total,Hong Kong,12,1.079181246,2.48490665,0.926628408
Total,Hong Kong,64.6,1.810232518,4.168214411,0.552415223
Total,Hong Kong,35,1.544068044,3.555348061,0.647639852
Total,Hong Kong,22,1.342422681,3.091042453,0.74492186
Total,Hong Kong,62.5,1.795880017,4.135166557,0.556830072
Total,Hong Kong,4,0.602059991,1.386294361,1.660964047
Total,Hong Kong,15,1.176091259,2.708050201,0.850274154
Total,Hong Kong,138,2.139879086,4.927253685,0.467316124
Total,Hong Kong,12.6,1.100370545,2.533696814,0.908784777
